#nNodeR = 100 ,nNodeZ = 100
R Z Phi
0.00029 7e-05 0
0.00031 7e-05 0
0.00033 7e-05 0
0.00035 7e-05 0
0.00037 7e-05 0
0.00039 7e-05 0
0.00041 7e-05 0
0.00043 7e-05 0
0.00045 7e-05 0
0.00047 7e-05 0
0.00049 7e-05 0
0.00051 7e-05 0
0.00053 7e-05 0
0.00055 7e-05 0
0.00057 7e-05 0
0.00059 7e-05 0
0.00061 7e-05 0
0.00063 7e-05 0
0.00065 7e-05 0
0.00067 7e-05 0
0.00069 7e-05 0
0.00071 7e-05 0
0.00073 7e-05 0
0.00075 7e-05 0
0.00077 7e-05 0
0.00079 7e-05 0
0.00081 7e-05 0
0.00083 7e-05 0
0.00085 7e-05 0
0.00087 7e-05 0
0.00089 7e-05 0
0.00091 7e-05 0
0.00093 7e-05 0
0.00095 7e-05 0
0.00097 7e-05 0
0.00099 7e-05 0
0.00101 7e-05 0
0.00103 7e-05 0
0.00105 7e-05 0
0.00107 7e-05 0
0.00109 7e-05 0
0.00111 7e-05 0
0.00113 7e-05 0
0.00115 7e-05 0
0.00117 7e-05 0
0.00119 7e-05 0
0.00121 7e-05 0
0.00123 7e-05 0
0.00125 7e-05 0
0.00127 7e-05 0
0.00129 7e-05 0
0.00131 7e-05 0
0.00133 7e-05 0
0.00135 7e-05 0
0.00137 7e-05 0
0.00139 7e-05 0
0.00141 7e-05 0
0.00143 7e-05 0
0.00145 7e-05 0
0.00147 7e-05 0
0.00149 7e-05 0
0.00151 7e-05 0
0.00153 7e-05 0
0.00155 7e-05 0
0.00157 7e-05 0
0.00159 7e-05 0
0.00161 7e-05 0
0.00163 7e-05 0
0.00165 7e-05 0
0.00167 7e-05 0
0.00169 7e-05 0
0.00171 7e-05 0
0.00173 7e-05 0
0.00175 7e-05 0
0.00177 7e-05 0
0.00179 7e-05 0
0.00181 7e-05 0
0.00183 7e-05 0
0.00185 7e-05 0
0.00187 7e-05 0
0.00189 7e-05 0
0.00191 7e-05 0
0.00193 7e-05 0
0.00195 7e-05 0
0.00197 7e-05 0
0.00199 7e-05 0
1e-05 9e-05 0
3e-05 9e-05 0
5e-05 9e-05 0
7e-05 9e-05 0
9e-05 9e-05 0
0.00011 9e-05 0
0.00013 9e-05 0
0.00015 9e-05 0
0.00017 9e-05 0
0.00019 9e-05 0
0.00021 9e-05 0
0.00023 9e-05 0
0.00025 9e-05 0
0.00027 9e-05 0
0.00029 9e-05 0
0.00031 9e-05 0
0.00033 9e-05 0
0.00035 9e-05 0
0.00037 9e-05 0
0.00039 9e-05 0
0.00041 9e-05 0
0.00043 9e-05 0
0.00045 9e-05 0
0.00047 9e-05 0
0.00049 9e-05 0
0.00051 9e-05 0
0.00053 9e-05 0
0.00055 9e-05 0
0.00057 9e-05 0
0.00059 9e-05 0
0.00061 9e-05 0
0.00063 9e-05 0
0.00065 9e-05 0
0.00067 9e-05 0
0.00069 9e-05 0
0.00071 9e-05 0
0.00073 9e-05 0
0.00075 9e-05 0
0.00077 9e-05 0
0.00079 9e-05 0
0.00081 9e-05 0
0.00083 9e-05 0
0.00085 9e-05 0
0.00087 9e-05 0
0.00089 9e-05 0
0.00091 9e-05 0
0.00093 9e-05 0
0.00095 9e-05 0
0.00097 9e-05 0
0.00099 9e-05 0
0.00101 9e-05 0
0.00103 9e-05 0
0.00105 9e-05 0
0.00107 9e-05 0
0.00109 9e-05 0
0.00111 9e-05 0
0.00113 9e-05 0
0.00115 9e-05 0
0.00117 9e-05 0
0.00119 9e-05 0
0.00121 9e-05 0
0.00123 9e-05 0
0.00125 9e-05 0
0.00127 9e-05 0
0.00129 9e-05 0
0.00131 9e-05 0
0.00133 9e-05 0
0.00135 9e-05 0
0.00137 9e-05 0
0.00139 9e-05 0
0.00141 9e-05 0
0.00143 9e-05 0
0.00145 9e-05 0
0.00147 9e-05 0
0.00149 9e-05 0
0.00151 9e-05 0
0.00153 9e-05 0
0.00155 9e-05 0
0.00157 9e-05 0
0.00159 9e-05 0
0.00161 9e-05 0
0.00163 9e-05 0
0.00165 9e-05 0
0.00167 9e-05 0
0.00169 9e-05 0
0.00171 9e-05 0
0.00173 9e-05 0
0.00175 9e-05 0
0.00177 9e-05 0
0.00179 9e-05 0
0.00181 9e-05 0
0.00183 9e-05 0
0.00185 9e-05 0
0.00187 9e-05 0
0.00189 9e-05 0
0.00191 9e-05 0
0.00193 9e-05 0
0.00195 9e-05 0
0.00197 9e-05 0
0.00199 9e-05 0
1e-05 0.00011 0
3e-05 0.00011 0
5e-05 0.00011 0
7e-05 0.00011 0
9e-05 0.00011 0
0.00011 0.00011 0
0.00013 0.00011 0
0.00015 0.00011 0
0.00017 0.00011 0
0.00019 0.00011 0
0.00021 0.00011 0
0.00023 0.00011 0
0.00025 0.00011 0
0.00027 0.00011 0
0.00029 0.00011 0
0.00031 0.00011 0
0.00033 0.00011 0
0.00035 0.00011 0
0.00037 0.00011 0
0.00039 0.00011 0
0.00041 0.00011 0
0.00043 0.00011 0
0.00045 0.00011 0
0.00047 0.00011 0
0.00049 0.00011 0
0.00051 0.00011 0
0.00053 0.00011 0
0.00055 0.00011 0
0.00057 0.00011 0
0.00059 0.00011 0
0.00061 0.00011 0
0.00063 0.00011 0
0.00065 0.00011 0
0.00067 0.00011 0
0.00069 0.00011 0
0.00071 0.00011 0
0.00073 0.00011 0
0.00075 0.00011 0
0.00077 0.00011 0
0.00079 0.00011 0
0.00081 0.00011 0
0.00083 0.00011 0
0.00085 0.00011 0
0.00087 0.00011 0
0.00089 0.00011 0
0.00091 0.00011 0
0.00093 0.00011 0
0.00095 0.00011 0
0.00097 0.00011 0
0.00099 0.00011 0
0.00101 0.00011 0
0.00103 0.00011 0
0.00105 0.00011 0
0.00107 0.00011 0
0.00109 0.00011 0
0.00111 0.00011 0
0.00113 0.00011 0
0.00115 0.00011 0
0.00117 0.00011 0
0.00119 0.00011 0
0.00121 0.00011 0
0.00123 0.00011 0
0.00125 0.00011 0
0.00127 0.00011 0
0.00129 0.00011 0
0.00131 0.00011 0
0.00133 0.00011 0
0.00135 0.00011 0
0.00137 0.00011 0
0.00139 0.00011 0
0.00141 0.00011 0
0.00143 0.00011 0
0.00145 0.00011 0
0.00147 0.00011 0
0.00149 0.00011 0
0.00151 0.00011 0
0.00153 0.00011 0
0.00155 0.00011 0
0.00157 0.00011 0
0.00159 0.00011 0
0.00161 0.00011 0
0.00163 0.00011 0
0.00165 0.00011 0
0.00167 0.00011 0
0.00169 0.00011 0
0.00171 0.00011 0
0.00173 0.00011 0
0.00175 0.00011 0
0.00177 0.00011 0
0.00179 0.00011 0
0.00181 0.00011 0
0.00183 0.00011 0
0.00185 0.00011 0
0.00187 0.00011 0
0.00189 0.00011 0
0.00191 0.00011 0
0.00193 0.00011 0
0.00195 0.00011 0
0.00197 0.00011 0
0.00199 0.00011 0
1e-05 0.00013 0
3e-05 0.00013 0
5e-05 0.00013 0
7e-05 0.00013 0
9e-05 0.00013 0
0.00011 0.00013 0
0.00013 0.00013 0
0.00015 0.00013 0
0.00017 0.00013 0
0.00019 0.00013 0
0.00021 0.00013 0
0.00023 0.00013 0
0.00025 0.00013 0
0.00027 0.00013 0
0.00029 0.00013 0
0.00031 0.00013 0
0.00033 0.00013 0
0.00035 0.00013 0
0.00037 0.00013 0
0.00039 0.00013 0
0.00041 0.00013 0
0.00043 0.00013 0
0.00045 0.00013 0
0.00047 0.00013 0
0.00049 0.00013 0
0.00051 0.00013 0
0.00053 0.00013 0
0.00055 0.00013 0
0.00057 0.00013 0
0.00059 0.00013 0
0.00061 0.00013 0
0.00063 0.00013 0
0.00065 0.00013 0
0.00067 0.00013 0
0.00069 0.00013 0
0.00071 0.00013 0
0.00073 0.00013 0
0.00075 0.00013 0
0.00077 0.00013 0
0.00079 0.00013 0
0.00081 0.00013 0
0.00083 0.00013 0
0.00085 0.00013 0
0.00087 0.00013 0
0.00089 0.00013 0
0.00091 0.00013 0
0.00093 0.00013 0
0.00095 0.00013 0
0.00097 0.00013 0
0.00099 0.00013 0
0.00101 0.00013 0
0.00103 0.00013 0
0.00105 0.00013 0
0.00107 0.00013 0
0.00109 0.00013 0
0.00111 0.00013 0
0.00113 0.00013 0
0.00115 0.00013 0
0.00117 0.00013 0
0.00119 0.00013 0
0.00121 0.00013 0
0.00123 0.00013 0
0.00125 0.00013 0
0.00127 0.00013 0
0.00129 0.00013 0
0.00131 0.00013 0
0.00133 0.00013 0
0.00135 0.00013 0
0.00137 0.00013 0
0.00139 0.00013 0
0.00141 0.00013 0
0.00143 0.00013 0
0.00145 0.00013 0
0.00147 0.00013 0
0.00149 0.00013 0
0.00151 0.00013 0
0.00153 0.00013 0
0.00155 0.00013 0
0.00157 0.00013 0
0.00159 0.00013 0
0.00161 0.00013 0
0.00163 0.00013 0
0.00165 0.00013 0
0.00167 0.00013 0
0.00169 0.00013 0
0.00171 0.00013 0
0.00173 0.00013 0
0.00175 0.00013 0
0.00177 0.00013 0
0.00179 0.00013 0
0.00181 0.00013 0
0.00183 0.00013 0
0.00185 0.00013 0
0.00187 0.00013 0
0.00189 0.00013 0
0.00191 0.00013 0
0.00193 0.00013 0
0.00195 0.00013 0
0.00197 0.00013 0
0.00199 0.00013 0
1e-05 0.00015 0
3e-05 0.00015 0
5e-05 0.00015 0
7e-05 0.00015 0
9e-05 0.00015 0
0.00011 0.00015 0
0.00013 0.00015 0
0.00015 0.00015 0
0.00017 0.00015 0
0.00019 0.00015 0
0.00021 0.00015 0
0.00023 0.00015 0
0.00025 0.00015 0
0.00027 0.00015 0
0.00029 0.00015 0
0.00031 0.00015 0
0.00033 0.00015 0
0.00035 0.00015 0
0.00037 0.00015 0
0.00039 0.00015 0
0.00041 0.00015 0
0.00043 0.00015 0
0.00045 0.00015 0
0.00047 0.00015 0
0.00049 0.00015 0
0.00051 0.00015 0
0.00053 0.00015 0
0.00055 0.00015 0
0.00057 0.00015 0
0.00059 0.00015 0
0.00061 0.00015 0
0.00063 0.00015 0
0.00065 0.00015 0
0.00067 0.00015 0
0.00069 0.00015 0
0.00071 0.00015 0
0.00073 0.00015 0
0.00075 0.00015 0
0.00077 0.00015 0
0.00079 0.00015 0
0.00081 0.00015 0
0.00083 0.00015 0
0.00085 0.00015 0
0.00087 0.00015 0
0.00089 0.00015 0
0.00091 0.00015 0
0.00093 0.00015 0
0.00095 0.00015 0
0.00097 0.00015 0
0.00099 0.00015 0
0.00101 0.00015 0
0.00103 0.00015 0
0.00105 0.00015 0
0.00107 0.00015 0
0.00109 0.00015 0
0.00111 0.00015 0
0.00113 0.00015 0
0.00115 0.00015 0
0.00117 0.00015 0
0.00119 0.00015 0
0.00121 0.00015 0
0.00123 0.00015 0
0.00125 0.00015 0
0.00127 0.00015 0
0.00129 0.00015 0
0.00131 0.00015 0
0.00133 0.00015 0
0.00135 0.00015 0
0.00137 0.00015 0
0.00139 0.00015 0
0.00141 0.00015 0
0.00143 0.00015 0
0.00145 0.00015 0
0.00147 0.00015 0
0.00149 0.00015 0
0.00151 0.00015 0
0.00153 0.00015 0
0.00155 0.00015 0
0.00157 0.00015 0
0.00159 0.00015 0
0.00161 0.00015 0
0.00163 0.00015 0
0.00165 0.00015 0
0.00167 0.00015 0
0.00169 0.00015 0
0.00171 0.00015 0
0.00173 0.00015 0
0.00175 0.00015 0
0.00177 0.00015 0
0.00179 0.00015 0
0.00181 0.00015 0
0.00183 0.00015 0
0.00185 0.00015 0
0.00187 0.00015 0
0.00189 0.00015 0
0.00191 0.00015 0
0.00193 0.00015 0
0.00195 0.00015 0
0.00197 0.00015 0
0.00199 0.00015 0
1e-05 0.00017 0
3e-05 0.00017 0
5e-05 0.00017 0
7e-05 0.00017 0
9e-05 0.00017 0
0.00011 0.00017 0
0.00013 0.00017 0
0.00015 0.00017 0
0.00017 0.00017 0
0.00019 0.00017 0
0.00021 0.00017 0
0.00023 0.00017 0
0.00025 0.00017 0
0.00027 0.00017 0
0.00029 0.00017 0
0.00031 0.00017 0
0.00033 0.00017 0
0.00035 0.00017 0
0.00037 0.00017 0
0.00039 0.00017 0
0.00041 0.00017 0
0.00043 0.00017 0
0.00045 0.00017 0
0.00047 0.00017 0
0.00049 0.00017 0
0.00051 0.00017 0
0.00053 0.00017 0
0.00055 0.00017 0
0.00057 0.00017 0
0.00059 0.00017 0
0.00061 0.00017 0
0.00063 0.00017 0
0.00065 0.00017 0
0.00067 0.00017 0
0.00069 0.00017 0
0.00071 0.00017 0
0.00073 0.00017 0
0.00075 0.00017 0
0.00077 0.00017 0
0.00079 0.00017 0
0.00081 0.00017 0
0.00083 0.00017 0
0.00085 0.00017 0
0.00087 0.00017 0
0.00089 0.00017 0
0.00091 0.00017 0
0.00093 0.00017 0
0.00095 0.00017 0
0.00097 0.00017 0
0.00099 0.00017 0
0.00101 0.00017 0
0.00103 0.00017 0
0.00105 0.00017 0
0.00107 0.00017 0
0.00109 0.00017 0
0.00111 0.00017 0
0.00113 0.00017 0
0.00115 0.00017 0
0.00117 0.00017 0
0.00119 0.00017 0
0.00121 0.00017 0
0.00123 0.00017 0
0.00125 0.00017 0
0.00127 0.00017 0
0.00129 0.00017 0
0.00131 0.00017 0
0.00133 0.00017 0
0.00135 0.00017 0
0.00137 0.00017 0
0.00139 0.00017 0
0.00141 0.00017 0
0.00143 0.00017 0
0.00145 0.00017 0
0.00147 0.00017 0
0.00149 0.00017 0
0.00151 0.00017 0
0.00153 0.00017 0
0.00155 0.00017 0
0.00157 0.00017 0
0.00159 0.00017 0
0.00161 0.00017 0
0.00163 0.00017 0
0.00165 0.00017 0
0.00167 0.00017 0
0.00169 0.00017 0
0.00171 0.00017 0
0.00173 0.00017 0
0.00175 0.00017 0
0.00177 0.00017 0
0.00179 0.00017 0
0.00181 0.00017 0
0.00183 0.00017 0
0.00185 0.00017 0
0.00187 0.00017 0
0.00189 0.00017 0
0.00191 0.00017 0
0.00193 0.00017 0
0.00195 0.00017 0
0.00197 0.00017 0
0.00199 0.00017 0
1e-05 0.00019 0
3e-05 0.00019 0
5e-05 0.00019 0
7e-05 0.00019 0
9e-05 0.00019 0
0.00011 0.00019 0
0.00013 0.00019 0
0.00015 0.00019 0
0.00017 0.00019 0
0.00019 0.00019 0
0.00021 0.00019 0
0.00023 0.00019 0
0.00025 0.00019 0
0.00027 0.00019 0
0.00029 0.00019 0
0.00031 0.00019 0
0.00033 0.00019 0
0.00035 0.00019 0
0.00037 0.00019 0
0.00039 0.00019 0
0.00041 0.00019 0
0.00043 0.00019 0
0.00045 0.00019 0
0.00047 0.00019 0
0.00049 0.00019 0
0.00051 0.00019 0
0.00053 0.00019 0
0.00055 0.00019 0
0.00057 0.00019 0
0.00059 0.00019 0
0.00061 0.00019 0
0.00063 0.00019 0
0.00065 0.00019 0
0.00067 0.00019 0
0.00069 0.00019 0
0.00071 0.00019 0
0.00073 0.00019 0
0.00075 0.00019 0
0.00077 0.00019 0
0.00079 0.00019 0
0.00081 0.00019 0
0.00083 0.00019 0
0.00085 0.00019 0
0.00087 0.00019 0
0.00089 0.00019 0
0.00091 0.00019 0
0.00093 0.00019 0
0.00095 0.00019 0
0.00097 0.00019 0
0.00099 0.00019 0
0.00101 0.00019 0
0.00103 0.00019 0
0.00105 0.00019 0
0.00107 0.00019 0
0.00109 0.00019 0
0.00111 0.00019 0
0.00113 0.00019 0
0.00115 0.00019 0
0.00117 0.00019 0
0.00119 0.00019 0
0.00121 0.00019 0
0.00123 0.00019 0
0.00125 0.00019 0
0.00127 0.00019 0
0.00129 0.00019 0
0.00131 0.00019 0
0.00133 0.00019 0
0.00135 0.00019 0
0.00137 0.00019 0
0.00139 0.00019 0
0.00141 0.00019 0
0.00143 0.00019 0
0.00145 0.00019 0
0.00147 0.00019 0
0.00149 0.00019 0
0.00151 0.00019 0
0.00153 0.00019 0
0.00155 0.00019 0
0.00157 0.00019 0
0.00159 0.00019 0
0.00161 0.00019 0
0.00163 0.00019 0
0.00165 0.00019 0
0.00167 0.00019 0
0.00169 0.00019 0
0.00171 0.00019 0
0.00173 0.00019 0
0.00175 0.00019 0
0.00177 0.00019 0
0.00179 0.00019 0
0.00181 0.00019 0
0.00183 0.00019 0
0.00185 0.00019 0
0.00187 0.00019 0
0.00189 0.00019 0
0.00191 0.00019 0
0.00193 0.00019 0
0.00195 0.00019 0
0.00197 0.00019 0
0.00199 0.00019 0
1e-05 0.00021 0
3e-05 0.00021 0
5e-05 0.00021 0
7e-05 0.00021 0
9e-05 0.00021 0
0.00011 0.00021 0
0.00013 0.00021 0
0.00015 0.00021 0
0.00017 0.00021 0
0.00019 0.00021 0
0.00021 0.00021 0
0.00023 0.00021 0
0.00025 0.00021 0
0.00027 0.00021 0
0.00029 0.00021 0
0.00031 0.00021 0
0.00033 0.00021 0
0.00035 0.00021 0
0.00037 0.00021 0
0.00039 0.00021 0
0.00041 0.00021 0
0.00043 0.00021 0
0.00045 0.00021 0
0.00047 0.00021 0
0.00049 0.00021 0
0.00051 0.00021 0
0.00053 0.00021 0
0.00055 0.00021 0
0.00057 0.00021 0
0.00059 0.00021 0
0.00061 0.00021 0
0.00063 0.00021 0
0.00065 0.00021 0
0.00067 0.00021 0
0.00069 0.00021 0
0.00071 0.00021 0
0.00073 0.00021 0
0.00075 0.00021 0
0.00077 0.00021 0
0.00079 0.00021 0
0.00081 0.00021 0
0.00083 0.00021 0
0.00085 0.00021 0
0.00087 0.00021 0
0.00089 0.00021 0
0.00091 0.00021 0
0.00093 0.00021 0
0.00095 0.00021 0
0.00097 0.00021 0
0.00099 0.00021 0
0.00101 0.00021 0
0.00103 0.00021 0
0.00105 0.00021 0
0.00107 0.00021 0
0.00109 0.00021 0
0.00111 0.00021 0
0.00113 0.00021 0
0.00115 0.00021 0
0.00117 0.00021 0
0.00119 0.00021 0
0.00121 0.00021 0
0.00123 0.00021 0
0.00125 0.00021 0
0.00127 0.00021 0
0.00129 0.00021 0
0.00131 0.00021 0
0.00133 0.00021 0
0.00135 0.00021 0
0.00137 0.00021 0
0.00139 0.00021 0
0.00141 0.00021 0
0.00143 0.00021 0
0.00145 0.00021 0
0.00147 0.00021 0
0.00149 0.00021 0
0.00151 0.00021 0
0.00153 0.00021 0
0.00155 0.00021 0
0.00157 0.00021 0
0.00159 0.00021 0
0.00161 0.00021 0
0.00163 0.00021 0
0.00165 0.00021 0
0.00167 0.00021 0
0.00169 0.00021 0
0.00171 0.00021 0
0.00173 0.00021 0
0.00175 0.00021 0
0.00177 0.00021 0
0.00179 0.00021 0
0.00181 0.00021 0
0.00183 0.00021 0
0.00185 0.00021 0
0.00187 0.00021 0
0.00189 0.00021 0
0.00191 0.00021 0
0.00193 0.00021 0
0.00195 0.00021 0
0.00197 0.00021 0
0.00199 0.00021 0
1e-05 0.00023 0
3e-05 0.00023 0
5e-05 0.00023 0
7e-05 0.00023 0
9e-05 0.00023 0
0.00011 0.00023 0
0.00013 0.00023 0
0.00015 0.00023 0
0.00017 0.00023 0
0.00019 0.00023 0
0.00021 0.00023 0
0.00023 0.00023 0
0.00025 0.00023 0
0.00027 0.00023 0
0.00029 0.00023 0
0.00031 0.00023 0
0.00033 0.00023 0
0.00035 0.00023 0
0.00037 0.00023 0
0.00039 0.00023 0
0.00041 0.00023 0
0.00043 0.00023 0
0.00045 0.00023 0
0.00047 0.00023 0
0.00049 0.00023 0
0.00051 0.00023 0
0.00053 0.00023 0
0.00055 0.00023 0
0.00057 0.00023 0
0.00059 0.00023 0
0.00061 0.00023 0
0.00063 0.00023 0
0.00065 0.00023 0
0.00067 0.00023 0
0.00069 0.00023 0
0.00071 0.00023 0
0.00073 0.00023 0
0.00075 0.00023 0
0.00077 0.00023 0
0.00079 0.00023 0
0.00081 0.00023 0
0.00083 0.00023 0
0.00085 0.00023 0
0.00087 0.00023 0
0.00089 0.00023 0
0.00091 0.00023 0
0.00093 0.00023 0
0.00095 0.00023 0
0.00097 0.00023 0
0.00099 0.00023 0
0.00101 0.00023 0
0.00103 0.00023 0
0.00105 0.00023 0
0.00107 0.00023 0
0.00109 0.00023 0
0.00111 0.00023 0
0.00113 0.00023 0
0.00115 0.00023 0
0.00117 0.00023 0
0.00119 0.00023 0
0.00121 0.00023 0
