#nNodeR = 100 ,nNodeZ = 100
R Z Phi
0.00095 0.00151 8.70403e-29
0.00097 0.00151 1.57929e-29
0.00099 0.00151 2.81147e-30
0.00101 0.00151 4.91229e-31
0.00103 0.00151 8.42656e-32
0.00105 0.00151 1.41961e-32
0.00107 0.00151 2.34948e-33
0.00109 0.00151 3.82106e-34
0.00111 0.00151 6.10843e-35
0.00113 0.00151 9.60125e-36
0.00115 0.00151 1.48421e-36
0.00117 0.00151 2.25705e-37
0.00119 0.00151 3.37735e-38
0.00121 0.00151 4.97402e-39
0.00123 0.00151 7.21168e-40
0.00125 0.00151 1.02959e-40
0.00127 0.00151 1.44773e-41
0.00129 0.00151 2.00539e-42
0.00131 0.00151 2.73711e-43
0.00133 0.00151 3.68177e-44
0.00135 0.00151 4.88178e-45
0.00137 0.00151 6.38181e-46
0.00139 0.00151 8.22687e-47
0.00141 0.00151 1.046e-47
0.00143 0.00151 1.31193e-48
0.00145 0.00151 1.62351e-49
0.00147 0.00151 1.98258e-50
0.00149 0.00151 2.38955e-51
0.00151 0.00151 2.84303e-52
0.00153 0.00151 3.3396e-53
0.00155 0.00151 3.87368e-54
0.00157 0.00151 4.43747e-55
0.00159 0.00151 5.02104e-56
0.00161 0.00151 5.61257e-57
0.00163 0.00151 6.1987e-58
0.00165 0.00151 6.76507e-59
0.00167 0.00151 7.29683e-60
0.00169 0.00151 7.77936e-61
0.00171 0.00151 8.19896e-62
0.00173 0.00151 8.54345e-63
0.00175 0.00151 8.80281e-64
0.00177 0.00151 8.96966e-65
0.00179 0.00151 9.0396e-66
0.00181 0.00151 9.01138e-67
0.00183 0.00151 8.88693e-68
0.00185 0.00151 8.6712e-69
0.00187 0.00151 8.37186e-70
0.00189 0.00151 7.99882e-71
0.00191 0.00151 7.56375e-72
0.00193 0.00151 7.07946e-73
0.00195 0.00151 6.55937e-74
0.00197 0.00151 6.02117e-75
0.00199 0.00151 5.96118e-76
1e-05 0.00153 2.47432e-07
3e-05 0.00153 2.33513e-07
5e-05 0.00153 2.08026e-07
7e-05 0.00153 1.7501e-07
9e-05 0.00153 1.39133e-07
0.00011 0.00153 1.04609e-07
0.00013 0.00153 7.44581e-08
0.00015 0.00153 5.0227e-08
0.00017 0.00153 3.21495e-08
0.00019 0.00153 1.95517e-08
0.00021 0.00153 1.13123e-08
0.00023 0.00153 6.23547e-09
0.00025 0.00153 3.27898e-09
0.00027 0.00153 1.64723e-09
0.00029 0.00153 7.91592e-10
0.00031 0.00153 3.64381e-10
0.00033 0.00153 1.6087e-10
0.00035 0.00153 6.82021e-11
0.00037 0.00153 2.78001e-11
0.00039 0.00153 1.09074e-11
0.00041 0.00153 4.12382e-12
0.00043 0.00153 1.50399e-12
0.00045 0.00153 5.29663e-13
0.00047 0.00153 1.80295e-13
0.00049 0.00153 5.93744e-14
0.00051 0.00153 1.89336e-14
0.00053 0.00153 5.85136e-15
0.00055 0.00153 1.75396e-15
0.00057 0.00153 5.10341e-16
0.00059 0.00153 1.44246e-16
0.00061 0.00153 3.96329e-17
0.00063 0.00153 1.05929e-17
0.00065 0.00153 2.75591e-18
0.00067 0.00153 6.98358e-19
0.00069 0.00153 1.72471e-19
0.00071 0.00153 4.15362e-20
0.00073 0.00153 9.76007e-21
0.00075 0.00153 2.23886e-21
0.00077 0.00153 5.01612e-22
0.00079 0.00153 1.09823e-22
0.00081 0.00153 2.35074e-23
0.00083 0.00153 4.92158e-24
0.00085 0.00153 1.00828e-24
0.00087 0.00153 2.02218e-25
0.00089 0.00153 3.97188e-26
0.00091 0.00153 7.64334e-27
0.00093 0.00153 1.4416e-27
0.00095 0.00153 2.66589e-28
0.00097 0.00153 4.83535e-29
0.00099 0.00153 8.60503e-30
0.00101 0.00153 1.503e-30
0.00103 0.00153 2.57743e-31
0.00105 0.00153 4.34082e-32
0.00107 0.00153 7.182e-33
0.00109 0.00153 1.1677e-33
0.00111 0.00153 1.8662e-34
0.00113 0.00153 2.9325e-35
0.00115 0.00153 4.53201e-36
0.00117 0.00153 6.89014e-37
0.00119 0.00153 1.03076e-37
0.00121 0.00153 1.5177e-38
0.00123 0.00153 2.19996e-39
0.00125 0.00153 3.14012e-40
0.00127 0.00153 4.41442e-41
0.00129 0.00153 6.11357e-42
0.00131 0.00153 8.34257e-43
0.00133 0.00153 1.12196e-43
0.00135 0.00153 1.48736e-44
0.00137 0.00153 1.94402e-45
0.00139 0.00153 2.50561e-46
0.00141 0.00153 3.18517e-47
0.00143 0.00153 3.99428e-48
0.00145 0.00153 4.94206e-49
0.00147 0.00153 6.03412e-50
0.00149 0.00153 7.27161e-51
0.00151 0.00153 8.65024e-52
0.00153 0.00153 1.01596e-52
0.00155 0.00153 1.17826e-53
0.00157 0.00153 1.34955e-54
0.00159 0.00153 1.52682e-55
0.00161 0.00153 1.70646e-56
0.00163 0.00153 1.88442e-57
0.00165 0.00153 2.05633e-58
0.00167 0.00153 2.21768e-59
0.00169 0.00153 2.36404e-60
0.00171 0.00153 2.49125e-61
0.00173 0.00153 2.59562e-62
0.00175 0.00153 2.67411e-63
0.00177 0.00153 2.72448e-64
0.00179 0.00153 2.74542e-65
0.00181 0.00153 2.73656e-66
0.00183 0.00153 2.69848e-67
0.00185 0.00153 2.6327e-68
0.00187 0.00153 2.54156e-69
0.00189 0.00153 2.42807e-70
0.00191 0.00153 2.29578e-71
0.00193 0.00153 2.14858e-72
0.00195 0.00153 1.99055e-73
0.00197 0.00153 1.82706e-74
0.00199 0.00153 1.80868e-75
1e-05 0.00155 7.61212e-07
3e-05 0.00155 7.18284e-07
5e-05 0.00155 6.39697e-07
7e-05 0.00155 5.37937e-07
9e-05 0.00155 4.27411e-07
0.00011 0.00155 3.21129e-07
0.00013 0.00155 2.28381e-07
0.00015 0.00155 1.53914e-07
0.00017 0.00155 9.84164e-08
0.00019 0.00155 5.97854e-08
0.00021 0.00155 3.45503e-08
0.00023 0.00155 1.90213e-08
0.00025 0.00155 9.98997e-09
0.00027 0.00155 5.01218e-09
0.00029 0.00155 2.40557e-09
0.00031 0.00155 1.10591e-09
0.00033 0.00155 4.87629e-10
0.00035 0.00155 2.06478e-10
0.00037 0.00155 8.40608e-11
0.00039 0.00155 3.29422e-11
0.00041 0.00155 1.24404e-11
0.00043 0.00155 4.53208e-12
0.00045 0.00155 1.59436e-12
0.00047 0.00155 5.42153e-13
0.00049 0.00155 1.78364e-13
0.00051 0.00155 5.68236e-14
0.00053 0.00155 1.75451e-14
0.00055 0.00155 5.25459e-15
0.00057 0.00155 1.52763e-15
0.00059 0.00155 4.31431e-16
0.00061 0.00155 1.18449e-16
0.00063 0.00155 3.16354e-17
0.00065 0.00155 8.22467e-18
0.00067 0.00155 2.08276e-18
0.00069 0.00155 5.14042e-19
0.00071 0.00155 1.23721e-19
0.00073 0.00155 2.90545e-20
0.00075 0.00155 6.66105e-21
0.00077 0.00155 1.49159e-21
0.00079 0.00155 3.26399e-22
0.00081 0.00155 6.98307e-23
0.00083 0.00155 1.4613e-23
0.00085 0.00155 2.99238e-24
0.00087 0.00155 5.99879e-25
0.00089 0.00155 1.17776e-25
0.00091 0.00155 2.26551e-26
0.00093 0.00155 4.27129e-27
0.00095 0.00155 7.89573e-28
0.00097 0.00155 1.4316e-28
0.00099 0.00155 2.54679e-29
0.00101 0.00155 4.44686e-30
0.00103 0.00155 7.62325e-31
0.00105 0.00155 1.28348e-31
0.00107 0.00155 2.1229e-32
0.00109 0.00155 3.45057e-33
0.00111 0.00155 5.51305e-34
0.00113 0.00155 8.66073e-35
0.00115 0.00155 1.33811e-35
0.00117 0.00155 2.03384e-36
0.00119 0.00155 3.04186e-37
0.00121 0.00155 4.47779e-38
0.00123 0.00155 6.48921e-39
0.00125 0.00155 9.26027e-40
0.00127 0.00155 1.30154e-40
0.00129 0.00155 1.80213e-41
0.00131 0.00155 2.45867e-42
0.00133 0.00155 3.30592e-43
0.00135 0.00155 4.38174e-44
0.00137 0.00155 5.72596e-45
0.00139 0.00155 7.37871e-46
0.00141 0.00155 9.37827e-47
0.00143 0.00155 1.17585e-47
0.00145 0.00155 1.45462e-48
0.00147 0.00155 1.77576e-49
0.00149 0.00155 2.13959e-50
0.00151 0.00155 2.54484e-51
0.00153 0.00155 2.98842e-52
0.00155 0.00155 3.46532e-53
0.00157 0.00155 3.96853e-54
0.00159 0.00155 4.48916e-55
0.00161 0.00155 5.01666e-56
0.00163 0.00155 5.53909e-57
0.00165 0.00155 6.0436e-58
0.00167 0.00155 6.51699e-59
0.00169 0.00155 6.94623e-60
0.00171 0.00155 7.31911e-61
0.00173 0.00155 7.62482e-62
0.00175 0.00155 7.85448e-63
0.00177 0.00155 8.00154e-64
0.00179 0.00155 8.06214e-65
0.00181 0.00155 8.03523e-66
0.00183 0.00155 7.92258e-67
0.00185 0.00155 7.72866e-68
0.00187 0.00155 7.46034e-69
0.00189 0.00155 7.1265e-70
0.00191 0.00155 6.73756e-71
0.00193 0.00155 6.30498e-72
0.00195 0.00155 5.84069e-73
0.00197 0.00155 5.36048e-74
0.00199 0.00155 5.30605e-75
1e-05 0.00157 2.26584e-06
3e-05 0.00157 2.13774e-06
5e-05 0.00157 1.90328e-06
7e-05 0.00157 1.5998e-06
9e-05 0.00157 1.27035e-06
0.00011 0.00157 9.53767e-07
0.00013 0.00157 6.77724e-07
0.00015 0.00157 4.56299e-07
0.00017 0.00157 2.91457e-07
0.00019 0.00157 1.76848e-07
0.00021 0.00157 1.02076e-07
0.00023 0.00157 5.61253e-08
0.00025 0.00157 2.94383e-08
0.00027 0.00157 1.47501e-08
0.00029 0.00157 7.06976e-09
0.00031 0.00157 3.24581e-09
0.00033 0.00157 1.42928e-09
0.00035 0.00157 6.04416e-10
0.00037 0.00157 2.45755e-10
0.00039 0.00157 9.61884e-11
0.00041 0.00157 3.62811e-11
0.00043 0.00157 1.3202e-11
0.00045 0.00157 4.63916e-12
0.00047 0.00157 1.57582e-12
0.00049 0.00157 5.17894e-13
0.00051 0.00157 1.64828e-13
0.00053 0.00157 5.08445e-14
0.00055 0.00157 1.52136e-14
0.00057 0.00157 4.41908e-15
0.00059 0.00157 1.247e-15
0.00061 0.00157 3.4209e-16
0.00063 0.00157 9.12958e-17
0.00065 0.00157 2.37182e-17
0.00067 0.00157 6.00208e-18
0.00069 0.00157 1.48037e-18
0.00071 0.00157 3.56074e-19
0.00073 0.00157 8.35696e-20
0.00075 0.00157 1.91481e-20
0.00077 0.00157 4.28539e-21
0.00079 0.00157 9.37257e-22
0.00081 0.00157 2.00417e-22
0.00083 0.00157 4.19193e-23
0.00085 0.00157 8.58002e-24
0.00087 0.00157 1.71925e-24
0.00089 0.00157 3.374e-25
0.00091 0.00157 6.48745e-26
0.00093 0.00157 1.22262e-26
0.00095 0.00157 2.25922e-27
0.00097 0.00157 4.09474e-28
0.00099 0.00157 7.28189e-29
0.00101 0.00157 1.27103e-29
0.00103 0.00157 2.1782e-30
0.00105 0.00157 3.66614e-31
0.00107 0.00157 6.062e-32
0.00109 0.00157 9.85024e-33
0.00111 0.00157 1.57334e-33
0.00113 0.00157 2.47096e-34
0.00115 0.00157 3.81669e-35
0.00117 0.00157 5.79961e-36
0.00119 0.00157 8.67185e-37
0.00121 0.00157 1.27623e-37
0.00123 0.00157 1.84908e-38
0.00125 0.00157 2.63808e-39
0.00127 0.00157 3.70703e-40
0.00129 0.00157 5.1317e-41
0.00131 0.00157 6.9998e-42
0.00133 0.00157 9.40999e-43
0.00135 0.00157 1.24698e-43
0.00137 0.00157 1.62921e-44
0.00139 0.00157 2.09908e-45
0.00141 0.00157 2.66743e-46
0.00143 0.00157 3.34386e-47
0.00145 0.00157 4.13589e-48
0.00147 0.00157 5.04815e-49
0.00149 0.00157 6.08147e-50
0.00151 0.00157 7.23219e-51
0.00153 0.00157 8.49151e-52
0.00155 0.00157 9.84513e-53
0.00157 0.00157 1.12731e-53
0.00159 0.00157 1.27503e-54
0.00161 0.00157 1.42465e-55
0.00163 0.00157 1.5728e-56
0.00165 0.00157 1.71583e-57
0.00167 0.00157 1.84999e-58
0.00169 0.00157 1.97159e-59
0.00171 0.00157 2.07718e-60
0.00173 0.00157 2.16368e-61
0.00175 0.00157 2.22859e-62
0.00177 0.00157 2.27006e-63
0.00179 0.00157 2.287e-64
0.00181 0.00157 2.27911e-65
0.00183 0.00157 2.24692e-66
0.00185 0.00157 2.1917e-67
0.00187 0.00157 2.11539e-68
0.00189 0.00157 2.02053e-69
0.00191 0.00157 1.91007e-70
0.00193 0.00157 1.78726e-71
0.00195 0.00157 1.6555e-72
0.00197 0.00157 1.51924e-73
0.00199 0.00157 1.50367e-74
1e-05 0.00159 6.51881e-06
3e-05 0.00159 6.14934e-06
5e-05 0.00159 5.47326e-06
7e-05 0.00159 4.59847e-06
9e-05 0.00159 3.64933e-06
0.00011 0.00159 2.73785e-06
0.00013 0.00159 1.94375e-06
0.00015 0.00159 1.30739e-06
0.00017 0.00159 8.34165e-07
0.00019 0.00159 5.05545e-07
0.00021 0.00159 2.91429e-07
0.00023 0.00159 1.60026e-07
0.00025 0.00159 8.38206e-08
0.00027 0.00159 4.194e-08
0.00029 0.00159 2.00737e-08
0.00031 0.00159 9.2032e-09
0.00033 0.00159 4.04698e-09
0.00035 0.00159 1.70905e-09
0.00037 0.00159 6.93972e-10
0.00039 0.00159 2.71267e-10
0.00041 0.00159 1.0219e-10
0.00043 0.00159 3.71395e-11
0.00045 0.00159 1.30355e-11
0.00047 0.00159 4.42287e-12
0.00049 0.00159 1.45201e-12
0.00051 0.00159 4.61646e-13
0.00053 0.00159 1.42263e-13
0.00055 0.00159 4.25273e-14
0.00057 0.00159 1.23417e-14
0.00059 0.00159 3.47962e-15
0.00061 0.00159 9.5378e-16
0.00063 0.00159 2.54342e-16
0.00065 0.00159 6.6027e-17
0.00067 0.00159 1.66967e-17
0.00069 0.00159 4.11532e-18
0.00071 0.00159 9.89209e-19
0.00073 0.00159 2.32019e-19
0.00075 0.00159 5.31302e-20
0.00077 0.00159 1.18839e-20
0.00079 0.00159 2.59771e-21
0.00081 0.00159 5.55185e-22
0.00083 0.00159 1.16065e-22
0.00085 0.00159 2.37446e-23
0.00087 0.00159 4.75572e-24
0.00089 0.00159 9.32889e-25
0.00091 0.00159 1.79298e-25
0.00093 0.00159 3.37767e-26
0.00095 0.00159 6.23897e-27
0.00097 0.00159 1.13036e-27
0.00099 0.00159 2.00945e-28
0.00101 0.00159 3.50619e-29
0.00103 0.00159 6.00665e-30
0.00105 0.00159 1.01065e-30
0.00107 0.00159 1.6706e-31
0.00109 0.00159 2.71377e-32
0.00111 0.00159 4.33335e-33
0.00113 0.00159 6.80367e-34
0.00115 0.00159 1.05062e-34
0.00117 0.00159 1.59604e-35
0.00119 0.00159 2.38587e-36
0.00121 0.00159 3.51041e-37
0.00123 0.00159 5.08488e-38
0.00125 0.00159 7.25293e-39
0.00127 0.00159 1.01895e-39
0.00129 0.00159 1.41024e-40
0.00131 0.00159 1.92321e-41
0.00133 0.00159 2.58489e-42
0.00135 0.00159 3.42473e-43
0.00137 0.00159 4.47365e-44
0.00139 0.00159 5.76278e-45
0.00141 0.00159 7.32179e-46
0.00143 0.00159 9.17689e-47
0.00145 0.00159 1.13486e-47
0.00147 0.00159 1.38495e-48
0.00149 0.00159 1.66817e-49
0.00151 0.00159 1.9835e-50
0.00153 0.00159 2.32852e-51
0.00155 0.00159 2.6993e-52
0.00157 0.00159 3.09038e-53
0.00159 0.00159 3.49482e-54
0.00161 0.00159 3.90439e-55
0.00163 0.00159 4.30983e-56
0.00165 0.00159 4.70114e-57
0.00167 0.00159 5.06808e-58
0.00169 0.00159 5.40053e-59
0.00171 0.00159 5.68904e-60
0.00173 0.00159 5.92525e-61
0.00175 0.00159 6.10229e-62
0.00177 0.00159 6.21513e-63
0.00179 0.00159 6.26081e-64
0.00181 0.00159 6.23855e-65
0.00183 0.00159 6.14978e-66
0.00185 0.00159 5.998e-67
0.00187 0.00159 5.78858e-68
0.00189 0.00159 5.52845e-69
0.00191 0.00159 5.22571e-70
0.00193 0.00159 4.88926e-71
0.00195 0.00159 4.52838e-72
0.00197 0.00159 4.1553e-73
0.00199 0.00159 4.11231e-74
1e-05 0.00161 1.81061e-05
3e-05 0.00161 1.70774e-05
5e-05 0.00161 1.51953e-05
7e-05 0.00161 1.2761e-05
9e-05 0.00161 1.0121e-05
0.00011 0.00161 7.58751e-06
0.00013 0.00161 5.38206e-06
0.00015 0.00161 3.61639e-06
0.00017 0.00161 2.30479e-06
0.00019 0.00161 1.3951e-06
0.00021 0.00161 8.03178e-07
0.00023 0.00161 4.40426e-07
0.00025 0.00161 2.30366e-07
0.00027 0.00161 1.15098e-07
0.00029 0.00161 5.50088e-08
0.00031 0.00161 2.51831e-08
0.00033 0.00161 1.10579e-08
0.00035 0.00161 4.66313e-09
0.00037 0.00161 1.89085e-09
0.00039 0.00161 7.38114e-10
0.00041 0.00161 2.77691e-10
0.00043 0.00161 1.00795e-10
0.00045 0.00161 3.53344e-11
0.00047 0.00161 1.19746e-11
0.00049 0.00161 3.92679e-12
0.00051 0.00161 1.24712e-12
0.00053 0.00161 3.83923e-13
0.00055 0.00161 1.14655e-13
0.00057 0.00161 3.32423e-14
0.00059 0.00161 9.36396e-15
0.00061 0.00161 2.56452e-15
0.00063 0.00161 6.83315e-16
0.00065 0.00161 1.77251e-16
0.00067 0.00161 4.47894e-17
0.00069 0.00161 1.10317e-17
0.00071 0.00161 2.64993e-18
0.00073 0.00161 6.21143e-19
0.00075 0.00161 1.42148e-19
0.00077 0.00161 3.17764e-20
0.00079 0.00161 6.94213e-21
0.00081 0.00161 1.48289e-21
0.00083 0.00161 3.09847e-22
0.00085 0.00161 6.33577e-23
0.00087 0.00161 1.26837e-23
0.00089 0.00161 2.48693e-24
0.00091 0.00161 4.77773e-25
0.00093 0.00161 8.99668e-26
0.00095 0.00161 1.66114e-26
0.00097 0.00161 3.00845e-27
0.00099 0.00161 5.34617e-28
0.00101 0.00161 9.32498e-29
0.00103 0.00161 1.59697e-29
0.00105 0.00161 2.68611e-30
0.00107 0.00161 4.43871e-31
0.00109 0.00161 7.20816e-32
0.00111 0.00161 1.15066e-32
0.00113 0.00161 1.8061e-33
0.00115 0.00161 2.78821e-34
0.00117 0.00161 4.23457e-35
0.00119 0.00161 6.32849e-36
0.00121 0.00161 9.30901e-37
0.00123 0.00161 1.3481e-37
0.00125 0.00161 1.92244e-38
0.00127 0.00161 2.7002e-39
0.00129 0.00161 3.7363e-40
0.00131 0.00161 5.09429e-41
0.00133 0.00161 6.84557e-42
0.00135 0.00161 9.06789e-43
0.00137 0.00161 1.18429e-43
0.00139 0.00161 1.52527e-44
0.00141 0.00161 1.93755e-45
0.00143 0.00161 2.42803e-46
0.00145 0.00161 3.00211e-47
0.00147 0.00161 3.66306e-48
0.00149 0.00161 4.41144e-49
0.00151 0.00161 5.2445e-50
0.00153 0.00161 6.15582e-51
0.00155 0.00161 7.13496e-52
0.00157 0.00161 8.16748e-53
0.00159 0.00161 9.23506e-54
0.00161 0.00161 1.03159e-54
0.00163 0.00161 1.13856e-55
0.00165 0.00161 1.24177e-56
0.00167 0.00161 1.33852e-57
0.00169 0.00161 1.42615e-58
0.00171 0.00161 1.50215e-59
0.00173 0.00161 1.56434e-60
0.00175 0.00161 1.61089e-61
0.00177 0.00161 1.64049e-62
0.00179 0.00161 1.65236e-63
0.00181 0.00161 1.64631e-64
0.00183 0.00161 1.62271e-65
0.00185 0.00161 1.5825e-66
0.00187 0.00161 1.52709e-67
0.00189 0.00161 1.45832e-68
0.00191 0.00161 1.37833e-69
0.00193 0.00161 1.28946e-70
0.00195 0.00161 1.19417e-71
0.00197 0.00161 1.09569e-72
0.00199 0.00161 1.08425e-73
1e-05 0.00163 4.84914e-05
3e-05 0.00163 4.57298e-05
5e-05 0.00163 4.06784e-05
7e-05 0.00163 3.41468e-05
9e-05 0.00163 2.70669e-05
0.00011 0.00163 2.02766e-05
0.00013 0.00163 1.43702e-05
0.00015 0.00163 9.646e-06
0.00017 0.00163 6.14057e-06
0.00019 0.00163 3.71229e-06
0.00021 0.00163 2.13435e-06
0.00023 0.00163 1.16873e-06
0.00025 0.00163 6.10414e-07
0.00027 0.00163 3.04526e-07
0.00029 0.00163 1.45322e-07
0.00031 0.00163 6.6428e-08
0.00033 0.00163 2.91247e-08
0.00035 0.00163 1.22637e-08
0.00037 0.00163 4.96561e-09
0.00039 0.00163 1.93564e-09
0.00041 0.00163 7.27222e-10
0.00043 0.00163 2.63614e-10
0.00045 0.00163 9.22941e-11
0.00047 0.00163 3.12398e-11
0.00049 0.00163 1.02323e-11
0.00051 0.00163 3.24608e-12
0.00053 0.00163 9.98225e-13
0.00055 0.00163 2.97806e-13
0.00057 0.00163 8.62601e-14
0.00059 0.00163 2.4276e-14
0.00061 0.00163 6.64261e-15
0.00063 0.00163 1.76844e-15
0.00065 0.00163 4.58362e-16
0.00067 0.00163 1.15735e-16
0.00069 0.00163 2.8485e-17
0.00071 0.00163 6.83768e-18
0.00073 0.00163 1.60169e-18
0.00075 0.00163 3.66317e-19
0.00077 0.00163 8.18388e-20
0.00079 0.00163 1.78689e-20
0.00081 0.00163 3.81484e-21
0.00083 0.00163 7.96688e-22
0.00085 0.00163 1.62826e-22
0.00087 0.00163 3.25808e-23
0.00089 0.00163 6.38528e-24
0.00091 0.00163 1.22616e-24
0.00093 0.00163 2.30794e-25
0.00095 0.00163 4.25962e-26
0.00097 0.00163 7.71152e-27
0.00099 0.00163 1.36986e-27
0.00101 0.00163 2.38851e-28
0.00103 0.00163 4.08908e-29
0.00105 0.00163 6.87556e-30
0.00107 0.00163 1.1358e-30
0.00109 0.00163 1.84389e-31
0.00111 0.00163 2.94259e-32
0.00113 0.00163 4.61743e-33
0.00115 0.00163 7.12629e-34
0.00117 0.00163 1.08201e-34
0.00119 0.00163 1.61662e-35
0.00121 0.00163 2.37741e-36
0.00123 0.00163 3.44205e-37
0.00125 0.00163 4.90735e-38
0.00127 0.00163 6.89114e-39
0.00129 0.00163 9.53328e-40
0.00131 0.00163 1.29955e-40
0.00133 0.00163 1.74594e-41
0.00135 0.00163 2.31227e-42
0.00137 0.00163 3.0193e-43
0.00139 0.00163 3.88788e-44
0.00141 0.00163 4.93788e-45
0.00143 0.00163 6.18678e-46
0.00145 0.00163 7.64825e-47
0.00147 0.00163 9.33055e-48
0.00149 0.00163 1.1235e-48
0.00151 0.00163 1.33545e-49
0.00153 0.00163 1.56726e-50
0.00155 0.00163 1.81628e-51
0.00157 0.00163 2.07882e-52
0.00159 0.00163 2.35021e-53
0.00161 0.00163 2.62491e-54
0.00163 0.00163 2.8967e-55
0.00165 0.00163 3.15888e-56
0.00167 0.00163 3.40456e-57
0.00169 0.00163 3.62698e-58
0.00171 0.00163 3.81981e-59
0.00173 0.00163 3.97746e-60
0.00175 0.00163 4.09535e-61
0.00177 0.00163 4.17013e-62
0.00179 0.00163 4.19984e-63
0.00181 0.00163 4.184e-64
0.00183 0.00163 4.12359e-65
0.00185 0.00163 4.02099e-66
0.00187 0.00163 3.87981e-67
0.00189 0.00163 3.70472e-68
0.00191 0.00163 3.50117e-69
0.00193 0.00163 3.27513e-70
0.00195 0.00163 3.03282e-71
0.00197 0.00163 2.78245e-72
0.00199 0.00163 2.75313e-73
1e-05 0.00165 0.000125057
3e-05 0.00165 0.00011792
5e-05 0.00165 0.000104866
7e-05 0.00165 8.79923e-05
9e-05 0.00165 6.97093e-05
0.00011 0.00165 5.21842e-05
0.00013 0.00165 3.69515e-05
0.00015 0.00165 2.47788e-05
0.00017 0.00165 1.5756e-05
0.00019 0.00165 9.51336e-06
0.00021 0.00165 5.46222e-06
0.00023 0.00165 2.98672e-06
0.00025 0.00165 1.55759e-06
0.00027 0.00165 7.75865e-07
0.00029 0.00165 3.69673e-07
0.00031 0.00165 1.68716e-07
0.00033 0.00165 7.3857e-08
0.00035 0.00165 3.10518e-08
0.00037 0.00165 1.2554e-08
0.00039 0.00165 4.88649e-09
0.00041 0.00165 1.83325e-09
0.00043 0.00165 6.63632e-10
0.00045 0.00165 2.32038e-10
0.00047 0.00165 7.84407e-11
0.00049 0.00165 2.56614e-11
0.00051 0.00165 8.13132e-12
0.00053 0.00165 2.49776e-12
0.00055 0.00165 7.44384e-13
0.00057 0.00165 2.15396e-13
0.00059 0.00165 6.05603e-14
0.00061 0.00165 1.6556e-14
0.00063 0.00165 4.40383e-15
0.00065 0.00165 1.14049e-15
0.00067 0.00165 2.87746e-16
0.00069 0.00165 7.0768e-17
0.00071 0.00165 1.69755e-17
0.00073 0.00165 3.97374e-18
0.00075 0.00165 9.08234e-19
0.00077 0.00165 2.02784e-19
0.00079 0.00165 4.42506e-20
0.00081 0.00165 9.44179e-21
0.00083 0.00165 1.97077e-21
0.00085 0.00165 4.02577e-22
0.00087 0.00165 8.05149e-23
0.00089 0.00165 1.57722e-23
0.00091 0.00165 3.02737e-24
0.00093 0.00165 5.69583e-25
0.00095 0.00165 1.05082e-25
0.00097 0.00165 1.90162e-26
0.00099 0.00165 3.37674e-27
0.00101 0.00165 5.88559e-28
0.00103 0.00165 1.00725e-28
0.00105 0.00165 1.69307e-29
0.00107 0.00165 2.79595e-30
0.00109 0.00165 4.53761e-31
0.00111 0.00165 7.23919e-32
0.00113 0.00165 1.13563e-32
0.00115 0.00165 1.75218e-33
0.00117 0.00165 2.65967e-34
0.00119 0.00165 3.97278e-35
0.00121 0.00165 5.84091e-36
0.00123 0.00165 8.4545e-37
0.00125 0.00165 1.20508e-37
0.00127 0.00165 1.69185e-38
0.00129 0.00165 2.34001e-39
0.00131 0.00165 3.18915e-40
0.00133 0.00165 4.28373e-41
0.00135 0.00165 5.67212e-42
0.00137 0.00165 7.40506e-43
0.00139 0.00165 9.53355e-44
0.00141 0.00165 1.2106e-44
0.00143 0.00165 1.51652e-45
0.00145 0.00165 1.87444e-46
0.00147 0.00165 2.28636e-47
0.00149 0.00165 2.75258e-48
0.00151 0.00165 3.27135e-49
0.00153 0.00165 3.83861e-50
0.00155 0.00165 4.44785e-51
0.00157 0.00165 5.09003e-52
0.00159 0.00165 5.75372e-53
0.00161 0.00165 6.42536e-54
0.00163 0.00165 7.0897e-55
0.00165 0.00165 7.73037e-56
0.00167 0.00165 8.33054e-57
0.00169 0.00165 8.87367e-58
0.00171 0.00165 9.34431e-59
0.00173 0.00165 9.72881e-60
0.00175 0.00165 1.0016e-60
0.00177 0.00165 1.01977e-61
0.00179 0.00165 1.02693e-62
0.00181 0.00165 1.02294e-63
0.00183 0.00165 1.00807e-64
0.00185 0.00165 9.82884e-66
0.00187 0.00165 9.4828e-67
0.00189 0.00165 9.05396e-68
0.00191 0.00165 8.55568e-69
0.00193 0.00165 8.00256e-70
0.00195 0.00165 7.40983e-71
0.00197 0.00165 6.7975e-72
0.00199 0.00165 6.72525e-73
1e-05 0.00167 0.000310123
3e-05 0.00167 0.000292389
5e-05 0.00167 0.000259961
7e-05 0.00167 0.00021805
9e-05 0.00167 0.000172655
0.00011 0.00167 0.000129162
0.00013 0.00167 9.13842e-05
0.00015 0.00167 6.12202e-05
0.00017 0.00167 3.88842e-05
0.00019 0.00167 2.34486e-05
0.00021 0.00167 1.3445e-05
0.00023 0.00167 7.34099e-06
0.00025 0.00167 3.82256e-06
0.00027 0.00167 1.90111e-06
0.00029 0.00167 9.04368e-07
0.00031 0.00167 4.12086e-07
0.00033 0.00167 1.80105e-07
0.00035 0.00167 7.56023e-08
0.00037 0.00167 3.05181e-08
0.00039 0.00167 1.18608e-08
0.00041 0.00167 4.44325e-09
0.00043 0.00167 1.60616e-09
0.00045 0.00167 5.60826e-10
0.00047 0.00167 1.8934e-10
