#nNodeR = 100 ,nNodeZ = 100
R Z Phi
0.00063 0.00035 4.35043e-63
0.00065 0.00035 1.15124e-63
0.00067 0.00035 2.96594e-64
0.00069 0.00035 7.44373e-65
0.00071 0.00035 1.82097e-65
0.00073 0.00035 4.34458e-66
0.00075 0.00035 1.01148e-66
0.00077 0.00035 2.29914e-67
0.00079 0.00035 5.10489e-68
0.00081 0.00035 1.10773e-68
0.00083 0.00035 2.35021e-69
0.00085 0.00035 4.87758e-70
0.00087 0.00035 9.90639e-71
0.00089 0.00035 1.9698e-71
0.00091 0.00035 3.83619e-72
0.00093 0.00035 7.32014e-73
0.00095 0.00035 1.36913e-73
0.00097 0.00035 2.51092e-74
0.00099 0.00035 4.51687e-75
0.00101 0.00035 7.97275e-76
0.00103 0.00035 1.3813e-76
0.00105 0.00035 2.34971e-77
0.00107 0.00035 3.92575e-78
0.00109 0.00035 6.44382e-79
0.00111 0.00035 1.03945e-79
0.00113 0.00035 1.64825e-80
0.00115 0.00035 2.56993e-81
0.00117 0.00035 3.94107e-82
0.00119 0.00035 5.94584e-83
0.00121 0.00035 8.82728e-84
0.00123 0.00035 1.28991e-84
0.00125 0.00035 1.85574e-85
0.00127 0.00035 2.62902e-86
0.00129 0.00035 3.66852e-87
0.00131 0.00035 5.04312e-88
0.00133 0.00035 6.83144e-89
0.00135 0.00035 9.1205e-90
0.00137 0.00035 1.20034e-90
0.00139 0.00035 1.5576e-91
0.00141 0.00035 1.99321e-92
0.00143 0.00035 2.5158e-93
0.00145 0.00035 3.13261e-94
0.00147 0.00035 3.84872e-95
0.00149 0.00035 4.66641e-96
0.00151 0.00035 5.5844e-97
0.00153 0.00035 6.59735e-98
0.00155 0.00035 7.69538e-99
0.00157 0.00035 8.86393e-100
0.00159 0.00035 1.00838e-100
0.00161 0.00035 1.13315e-101
0.00163 0.00035 1.25799e-102
0.00165 0.00035 1.37993e-103
0.00167 0.00035 1.49585e-104
0.00169 0.00035 1.60261e-105
0.00171 0.00035 1.6972e-106
0.00173 0.00035 1.77688e-107
0.00175 0.00035 1.83934e-108
0.00177 0.00035 1.88277e-109
0.00179 0.00035 1.90597e-110
0.00181 0.00035 1.9084e-111
0.00183 0.00035 1.8902e-112
0.00185 0.00035 1.85217e-113
0.00187 0.00035 1.79571e-114
0.00189 0.00035 1.72276e-115
0.00191 0.00035 1.63565e-116
0.00193 0.00035 1.53701e-117
0.00195 0.00035 1.42967e-118
0.00197 0.00035 1.31743e-119
0.00199 0.00035 1.30963e-120
1e-05 0.00037 5.33943e-52
3e-05 0.00037 5.05267e-52
5e-05 0.00037 4.52534e-52
7e-05 0.00037 3.83737e-52
9e-05 0.00037 3.08239e-52
0.00011 0.00037 2.34692e-52
0.00013 0.00037 1.69512e-52
0.00015 0.00037 1.16248e-52
0.00017 0.00037 7.57667e-53
0.00019 0.00037 4.69824e-53
0.00021 0.00037 2.77484e-53
0.00023 0.00037 1.56273e-53
0.00025 0.00037 8.40194e-54
0.00027 0.00037 4.31755e-54
0.00029 0.00037 2.12309e-54
0.00031 0.00037 1.00019e-54
0.00033 0.00037 4.51935e-55
0.00035 0.00037 1.96084e-55
0.00037 0.00037 8.1782e-56
0.00039 0.00037 3.2824e-56
0.00041 0.00037 1.2691e-56
0.00043 0.00037 4.73159e-57
0.00045 0.00037 1.70275e-57
0.00047 0.00037 5.92018e-58
0.00049 0.00037 1.99046e-58
0.00051 0.00037 6.47716e-59
0.00053 0.00037 2.04171e-59
0.00055 0.00037 6.23925e-60
0.00057 0.00037 1.84985e-60
0.00059 0.00037 5.32515e-61
0.00061 0.00037 1.48946e-61
0.00063 0.00037 4.05066e-62
0.00065 0.00037 1.07179e-62
0.00067 0.00037 2.76097e-63
0.00069 0.00037 6.92854e-64
0.00071 0.00037 1.69476e-64
0.00073 0.00037 4.04303e-65
0.00075 0.00037 9.41182e-66
0.00077 0.00037 2.13912e-66
0.00079 0.00037 4.74911e-67
0.00081 0.00037 1.03042e-67
0.00083 0.00037 2.18598e-68
0.00085 0.00037 4.5363e-69
0.00087 0.00037 9.21236e-70
0.00089 0.00037 1.83163e-70
0.00091 0.00037 3.56676e-71
0.00093 0.00037 6.8054e-72
0.00095 0.00037 1.27274e-72
0.00097 0.00037 2.33393e-73
0.00099 0.00037 4.19812e-74
0.00101 0.00037 7.40949e-75
0.00103 0.00037 1.2836e-75
0.00105 0.00037 2.18333e-76
0.00107 0.00037 3.64748e-77
0.00109 0.00037 5.98657e-78
0.00111 0.00037 9.6561e-79
0.00113 0.00037 1.53104e-79
0.00115 0.00037 2.387e-80
0.00117 0.00037 3.66026e-81
0.00119 0.00037 5.52176e-82
0.00121 0.00037 8.19708e-83
0.00123 0.00037 1.19774e-83
0.00125 0.00037 1.723e-84
0.00127 0.00037 2.4408e-85
0.00129 0.00037 3.40563e-86
0.00131 0.00037 4.68141e-87
0.00133 0.00037 6.34103e-88
0.00135 0.00037 8.46518e-89
0.00137 0.00037 1.11402e-89
0.00139 0.00037 1.44549e-90
0.00141 0.00037 1.84963e-91
0.00143 0.00037 2.33443e-92
0.00145 0.00037 2.90659e-93
0.00147 0.00037 3.57081e-94
0.00149 0.00037 4.32919e-95
0.00151 0.00037 5.18053e-96
0.00153 0.00037 6.11986e-97
0.00155 0.00037 7.13801e-98
0.00157 0.00037 8.22144e-99
0.00159 0.00037 9.35234e-100
0.00161 0.00037 1.05089e-100
0.00163 0.00037 1.16661e-101
0.00165 0.00037 1.27962e-102
0.00167 0.00037 1.38704e-103
0.00169 0.00037 1.48595e-104
0.00171 0.00037 1.57358e-105
0.00173 0.00037 1.64737e-106
0.00175 0.00037 1.70519e-107
0.00177 0.00037 1.74537e-108
0.00179 0.00037 1.76678e-109
0.00181 0.00037 1.76895e-110
0.00183 0.00037 1.75199e-111
0.00185 0.00037 1.71666e-112
0.00187 0.00037 1.66426e-113
0.00189 0.00037 1.59657e-114
0.00191 0.00037 1.51577e-115
0.00193 0.00037 1.4243e-116
0.00195 0.00037 1.32477e-117
0.00197 0.00037 1.22071e-118
0.00199 0.00037 1.21343e-119
1e-05 0.00039 4.92719e-51
3e-05 0.00039 4.66253e-51
5e-05 0.00039 4.17583e-51
7e-05 0.00039 3.54088e-51
9e-05 0.00039 2.84412e-51
0.00011 0.00039 2.16539e-51
0.00013 0.00039 1.56392e-51
0.00015 0.00039 1.07244e-51
0.00017 0.00039 6.98926e-52
0.00019 0.00039 4.33364e-52
0.00021 0.00039 2.55928e-52
0.00023 0.00039 1.4412e-52
0.00025 0.00039 7.74778e-53
0.00027 0.00039 3.98099e-53
0.00029 0.00039 1.95739e-53
0.00031 0.00039 9.22025e-54
0.00033 0.00039 4.1657e-54
0.00035 0.00039 1.80719e-54
0.00037 0.00039 7.53653e-55
0.00039 0.00039 3.02451e-55
0.00041 0.00039 1.16925e-55
0.00043 0.00039 4.35882e-56
0.00045 0.00039 1.56842e-56
0.00047 0.00039 5.45248e-57
0.00049 0.00039 1.83299e-57
0.00051 0.00039 5.96404e-58
0.00053 0.00039 1.87975e-58
0.00055 0.00039 5.74364e-59
0.00057 0.00039 1.70271e-59
0.00059 0.00039 4.90101e-60
0.00061 0.00039 1.37067e-60
0.00063 0.00039 3.72718e-61
0.00065 0.00039 9.86091e-62
0.00067 0.00039 2.53991e-62
0.00069 0.00039 6.37312e-63
0.00071 0.00039 1.55873e-63
0.00073 0.00039 3.71812e-64
0.00075 0.00039 8.65453e-65
0.00077 0.00039 1.9668e-65
0.00079 0.00039 4.36608e-66
0.00081 0.00039 9.47217e-67
0.00083 0.00039 2.00926e-67
0.00085 0.00039 4.16917e-68
0.00087 0.00039 8.46597e-69
0.00089 0.00039 1.68306e-69
0.00091 0.00039 3.27715e-70
0.00093 0.00039 6.25223e-71
0.00095 0.00039 1.16918e-71
0.00097 0.00039 2.14383e-72
0.00099 0.00039 3.85583e-73
0.00101 0.00039 6.80476e-74
0.00103 0.00039 1.17874e-74
0.00105 0.00039 2.00479e-75
0.00107 0.00039 3.34893e-76
0.00109 0.00039 5.4961e-77
0.00111 0.00039 8.86427e-78
0.00113 0.00039 1.40538e-78
0.00115 0.00039 2.1909e-79
0.00117 0.00039 3.3593e-80
0.00119 0.00039 5.06736e-81
0.00121 0.00039 7.52194e-82
0.00123 0.00039 1.099e-82
0.00125 0.00039 1.58085e-83
0.00127 0.00039 2.23927e-84
0.00129 0.00039 3.12421e-85
0.00131 0.00039 4.29426e-86
0.00133 0.00039 5.81623e-87
0.00135 0.00039 7.76406e-88
0.00137 0.00039 1.02168e-88
0.00139 0.00039 1.32559e-89
0.00141 0.00039 1.6961e-90
0.00143 0.00039 2.14052e-91
0.00145 0.00039 2.66498e-92
0.00147 0.00039 3.27378e-93
0.00149 0.00039 3.96883e-94
0.00151 0.00039 4.74902e-95
0.00153 0.00039 5.60976e-96
0.00155 0.00039 6.54266e-97
0.00157 0.00039 7.53529e-98
0.00159 0.00039 8.57131e-99
0.00161 0.00039 9.63076e-100
0.00163 0.00039 1.06906e-100
0.00165 0.00039 1.17256e-101
0.00167 0.00039 1.27092e-102
0.00169 0.00039 1.36148e-103
0.00171 0.00039 1.44169e-104
0.00173 0.00039 1.50922e-105
0.00175 0.00039 1.56211e-106
0.00177 0.00039 1.59883e-107
0.00179 0.00039 1.61837e-108
0.00181 0.00039 1.62027e-109
0.00183 0.00039 1.60466e-110
0.00185 0.00039 1.57223e-111
0.00187 0.00039 1.52416e-112
0.00189 0.00039 1.4621e-113
0.00191 0.00039 1.38804e-114
0.00193 0.00039 1.30422e-115
0.00195 0.00039 1.21303e-116
0.00197 0.00039 1.11769e-117
0.00199 0.00039 1.11098e-118
1e-05 0.00041 4.49303e-50
3e-05 0.00041 4.25164e-50
5e-05 0.00041 3.80775e-50
7e-05 0.00041 3.22867e-50
9e-05 0.00041 2.59324e-50
0.00011 0.00041 1.97428e-50
0.00013 0.00041 1.42581e-50
0.00015 0.00041 9.77658e-51
0.00017 0.00041 6.37109e-51
0.00019 0.00041 3.95002e-51
0.00021 0.00041 2.33252e-51
0.00023 0.00041 1.31338e-51
0.00025 0.00041 7.05993e-52
0.00027 0.00041 3.62718e-52
0.00029 0.00041 1.78323e-52
0.00031 0.00041 8.39896e-53
0.00033 0.00041 3.79421e-53
0.00035 0.00041 1.64584e-53
0.00037 0.00041 6.86283e-54
0.00039 0.00041 2.75382e-54
0.00041 0.00041 1.06448e-54
0.00043 0.00041 3.96775e-55
0.00045 0.00041 1.42753e-55
0.00047 0.00041 4.96208e-56
0.00049 0.00041 1.66793e-56
0.00051 0.00041 5.42633e-57
0.00053 0.00041 1.71006e-57
0.00055 0.00041 5.22454e-58
0.00057 0.00041 1.54864e-58
0.00059 0.00041 4.45701e-59
0.00061 0.00041 1.24635e-59
0.00063 0.00041 3.38873e-60
0.00065 0.00041 8.96444e-61
0.00067 0.00041 2.30874e-61
0.00069 0.00041 5.79242e-62
0.00071 0.00041 1.41655e-62
0.00073 0.00041 3.37859e-63
0.00075 0.00041 7.86336e-64
0.00077 0.00041 1.78681e-64
0.00079 0.00041 3.9661e-65
0.00081 0.00041 8.60353e-66
0.00083 0.00041 1.82482e-66
0.00085 0.00041 3.78607e-67
0.00087 0.00041 7.68727e-68
0.00089 0.00041 1.5281e-68
0.00091 0.00041 2.97514e-69
0.00093 0.00041 5.6755e-70
0.00095 0.00041 1.06123e-70
0.00097 0.00041 1.94571e-71
0.00099 0.00041 3.49918e-72
0.00101 0.00041 6.17478e-73
0.00103 0.00041 1.06952e-73
0.00105 0.00041 1.81887e-74
0.00107 0.00041 3.03809e-75
0.00109 0.00041 4.98554e-76
0.00111 0.00041 8.04015e-77
0.00113 0.00041 1.27461e-77
0.00115 0.00041 1.98689e-78
0.00117 0.00041 3.04624e-79
0.00119 0.00041 4.59476e-80
0.00121 0.00041 6.8199e-81
0.00123 0.00041 9.96354e-82
0.00125 0.00041 1.43309e-82
0.00127 0.00041 2.02981e-83
0.00129 0.00041 2.83178e-84
0.00131 0.00041 3.89203e-85
0.00133 0.00041 5.27106e-86
0.00135 0.00041 7.03583e-87
0.00137 0.00041 9.25791e-88
0.00139 0.00041 1.20109e-88
0.00141 0.00041 1.5367e-89
0.00143 0.00041 1.93923e-90
0.00145 0.00041 2.41421e-91
0.00147 0.00041 2.96554e-92
0.00149 0.00041 3.59491e-93
0.00151 0.00041 4.30133e-94
0.00153 0.00041 5.08063e-95
0.00155 0.00041 5.92517e-96
0.00157 0.00041 6.82371e-97
0.00159 0.00041 7.76145e-98
0.00161 0.00041 8.72029e-99
0.00163 0.00041 9.67941e-100
0.00165 0.00041 1.06159e-100
0.00167 0.00041 1.15058e-101
0.00169 0.00041 1.2325e-102
0.00171 0.00041 1.30503e-103
0.00173 0.00041 1.36609e-104
0.00175 0.00041 1.41389e-105
0.00177 0.00041 1.44705e-106
0.00179 0.00041 1.46466e-107
0.00181 0.00041 1.46631e-108
0.00183 0.00041 1.45211e-109
0.00185 0.00041 1.42269e-110
0.00187 0.00041 1.37913e-111
0.00189 0.00041 1.32291e-112
0.00191 0.00041 1.25584e-113
0.00193 0.00041 1.17995e-114
0.00195 0.00041 1.09739e-115
0.00197 0.00041 1.0111e-116
0.00199 0.00041 1.00498e-117
1e-05 0.00043 4.04812e-49
3e-05 0.00043 3.83059e-49
5e-05 0.00043 3.43058e-49
7e-05 0.00043 2.90877e-49
9e-05 0.00043 2.3362e-49
0.00011 0.00043 1.77849e-49
0.00013 0.00043 1.28433e-49
0.00015 0.00043 8.80589e-50
0.00017 0.00043 5.73807e-50
0.00019 0.00043 3.55725e-50
0.00021 0.00043 2.10039e-50
0.00023 0.00043 1.18256e-50
0.00025 0.00043 6.35607e-51
0.00027 0.00043 3.26521e-51
0.00029 0.00043 1.6051e-51
0.00031 0.00043 7.55909e-52
0.00033 0.00043 3.4144e-52
0.00035 0.00043 1.48091e-52
0.00037 0.00043 6.17436e-53
0.00039 0.00043 2.47725e-53
0.00041 0.00043 9.57454e-54
0.00043 0.00043 3.56839e-54
0.00045 0.00043 1.28368e-54
0.00047 0.00043 4.46153e-55
0.00049 0.00043 1.49949e-55
0.00051 0.00043 4.87773e-56
0.00053 0.00043 1.53699e-56
0.00055 0.00043 4.69519e-57
0.00057 0.00043 1.39156e-57
0.00059 0.00043 4.00445e-58
0.00061 0.00043 1.11966e-58
0.00063 0.00043 3.04392e-59
0.00065 0.00043 8.05134e-60
0.00067 0.00043 2.07334e-60
0.00069 0.00043 5.20121e-61
0.00071 0.00043 1.27182e-61
0.00073 0.00043 3.03306e-62
0.00075 0.00043 7.05841e-63
0.00077 0.00043 1.60372e-63
0.00079 0.00043 3.55933e-64
0.00081 0.00043 7.72031e-65
0.00083 0.00043 1.63731e-65
0.00085 0.00043 3.39669e-66
0.00087 0.00043 6.89596e-67
0.00089 0.00043 1.37067e-67
0.00091 0.00043 2.66835e-68
0.00093 0.00043 5.08977e-69
0.00095 0.00043 9.51612e-70
0.00097 0.00043 1.74457e-70
0.00099 0.00043 3.13716e-71
0.00101 0.00043 5.53543e-72
0.00103 0.00043 9.5869e-73
0.00105 0.00043 1.63025e-73
0.00107 0.00043 2.72279e-74
0.00109 0.00043 4.46775e-75
0.00111 0.00043 7.20451e-76
0.00113 0.00043 1.14204e-76
0.00115 0.00043 1.78009e-77
0.00117 0.00043 2.72896e-78
0.00119 0.00043 4.11586e-79
0.00121 0.00043 6.10859e-80
0.00123 0.00043 8.92367e-81
0.00125 0.00043 1.28342e-81
0.00127 0.00043 1.81769e-82
0.00129 0.00043 2.53566e-83
0.00131 0.00043 3.48478e-84
0.00133 0.00043 4.71918e-85
0.00135 0.00043 6.29873e-86
0.00137 0.00043 8.28744e-87
0.00139 0.00043 1.07511e-87
0.00141 0.00043 1.37542e-88
0.00143 0.00043 1.73559e-89
0.00145 0.00043 2.16055e-90
0.00147 0.00043 2.65378e-91
0.00149 0.00043 3.21679e-92
0.00151 0.00043 3.84867e-93
0.00153 0.00043 4.54567e-94
0.00155 0.00043 5.30096e-95
0.00157 0.00043 6.10447e-96
0.00159 0.00043 6.94296e-97
0.00161 0.00043 7.80023e-98
0.00163 0.00043 8.65765e-99
0.00165 0.00043 9.49476e-100
0.00167 0.00043 1.02901e-100
0.00169 0.00043 1.10221e-101
0.00171 0.00043 1.16701e-102
0.00173 0.00043 1.22155e-103
0.00175 0.00043 1.26422e-104
0.00177 0.00043 1.29381e-105
0.00179 0.00043 1.30948e-106
0.00181 0.00043 1.31089e-107
0.00183 0.00043 1.29813e-108
0.00185 0.00043 1.27177e-109
0.00187 0.00043 1.23277e-110
0.00189 0.00043 1.18246e-111
0.00191 0.00043 1.12246e-112
0.00193 0.00043 1.05457e-113
0.00195 0.00043 9.80745e-115
0.00197 0.00043 9.03583e-116
0.00199 0.00043 8.98067e-117
1e-05 0.00045 3.60313e-48
3e-05 0.00045 3.40948e-48
5e-05 0.00045 3.05337e-48
7e-05 0.00045 2.58885e-48
9e-05 0.00045 2.07916e-48
0.00011 0.00045 1.58273e-48
0.00013 0.00045 1.14289e-48
0.00015 0.00045 7.83553e-49
0.00017 0.00045 5.10536e-49
0.00019 0.00045 3.16473e-49
0.00021 0.00045 1.86845e-49
0.00023 0.00045 1.05186e-49
0.00025 0.00045 5.65301e-50
0.00027 0.00045 2.90372e-50
0.00029 0.00045 1.42723e-50
0.00031 0.00045 6.72066e-51
0.00033 0.00045 3.03532e-51
0.00035 0.00045 1.31633e-51
0.00037 0.00045 5.48751e-52
0.00039 0.00045 2.2014e-52
0.00041 0.00045 8.5073e-53
0.00043 0.00045 3.17023e-53
0.00045 0.00045 1.14031e-53
0.00047 0.00045 3.9627e-54
0.00049 0.00045 1.33167e-54
0.00051 0.00045 4.33127e-55
0.00053 0.00045 1.36462e-55
0.00055 0.00045 4.16812e-56
0.00057 0.00045 1.2352e-56
0.00059 0.00045 3.55404e-57
0.00061 0.00045 9.93603e-58
0.00063 0.00045 2.70088e-58
0.00065 0.00045 7.14314e-59
0.00067 0.00045 1.83924e-59
0.00069 0.00045 4.61342e-60
0.00071 0.00045 1.12796e-60
0.00073 0.00045 2.68967e-61
0.00075 0.00045 6.25857e-62
0.00077 0.00045 1.42183e-62
0.00079 0.00045 3.1553e-63
0.00081 0.00045 6.8432e-64
0.00083 0.00045 1.45114e-64
0.00085 0.00045 3.01015e-65
0.00087 0.00045 6.11057e-66
0.00089 0.00045 1.21444e-66
0.00091 0.00045 2.36397e-67
0.00093 0.00045 4.50872e-68
0.00095 0.00045 8.42894e-69
0.00097 0.00045 1.54511e-69
0.00099 0.00045 2.77821e-70
0.00101 0.00045 4.90163e-71
0.00103 0.00045 8.48842e-72
0.00105 0.00045 1.44332e-72
0.00107 0.00045 2.41038e-73
0.00109 0.00045 3.95477e-74
0.00111 0.00045 6.37674e-75
0.00113 0.00045 1.01074e-75
0.00115 0.00045 1.5753e-76
0.00117 0.00045 2.41481e-77
0.00119 0.00045 3.64175e-78
0.00121 0.00045 5.40451e-79
0.00123 0.00045 7.89449e-80
0.00125 0.00045 1.13532e-80
0.00127 0.00045 1.60781e-81
0.00129 0.00045 2.2427e-82
0.00131 0.00045 3.08194e-83
0.00133 0.00045 4.17334e-84
0.00135 0.00045 5.56979e-85
0.00137 0.00045 7.32783e-86
0.00139 0.00045 9.50559e-87
0.00141 0.00045 1.21599e-87
0.00143 0.00045 1.53431e-88
0.00145 0.00045 1.90986e-89
0.00147 0.00045 2.3457e-90
0.00149 0.00045 2.84317e-91
0.00151 0.00045 3.40143e-92
0.00153 0.00045 4.01719e-93
0.00155 0.00045 4.68438e-94
0.00157 0.00045 5.3941e-95
0.00159 0.00045 6.13464e-96
0.00161 0.00045 6.89169e-97
0.00163 0.00045 7.6488e-98
0.00165 0.00045 8.38787e-99
0.00167 0.00045 9.08996e-100
0.00169 0.00045 9.73604e-101
0.00171 0.00045 1.03079e-101
0.00173 0.00045 1.0789e-102
0.00175 0.00045 1.11653e-103
0.00177 0.00045 1.1426e-104
0.00179 0.00045 1.15638e-105
0.00181 0.00045 1.15756e-106
0.00183 0.00045 1.14624e-107
0.00185 0.00045 1.1229e-108
0.00187 0.00045 1.08842e-109
0.00189 0.00045 1.04395e-110
0.00191 0.00045 9.90926e-112
0.00193 0.00045 9.30953e-113
0.00195 0.00045 8.65738e-114
0.00197 0.00045 7.97587e-115
0.00199 0.00045 7.92678e-116
1e-05 0.00047 3.16779e-47
3e-05 0.00047 2.9975e-47
5e-05 0.00047 2.68436e-47
7e-05 0.00047 2.27589e-47
9e-05 0.00047 1.82774e-47
0.00011 0.00047 1.39126e-47
0.00013 0.00047 1.00456e-47
0.00015 0.00047 6.88667e-48
0.00017 0.00047 4.48674e-48
0.00019 0.00047 2.78101e-48
0.00021 0.00047 1.64174e-48
0.00023 0.00047 9.2414e-49
0.00025 0.00047 4.96604e-49
0.00027 0.00047 2.55056e-49
0.00029 0.00047 1.2535e-49
0.00031 0.00047 5.90188e-50
0.00033 0.00047 2.6652e-50
0.00035 0.00047 1.15568e-50
0.00037 0.00047 4.81714e-51
0.00039 0.00047 1.93222e-51
0.00041 0.00047 7.46609e-52
0.00043 0.00047 2.78186e-52
0.00045 0.00047 1.00048e-52
0.00047 0.00047 3.47634e-53
0.00049 0.00047 1.16808e-53
0.00051 0.00047 3.79868e-54
0.00053 0.00047 1.19667e-54
0.00055 0.00047 3.65465e-55
0.00057 0.00047 1.08289e-55
0.00059 0.00047 3.11542e-56
0.00061 0.00047 8.70869e-57
0.00063 0.00047 2.36696e-57
0.00065 0.00047 6.25924e-58
0.00067 0.00047 1.61146e-58
0.00069 0.00047 4.04157e-59
0.00071 0.00047 9.88028e-60
0.00073 0.00047 2.35572e-60
0.00075 0.00047 5.48087e-61
0.00077 0.00047 1.24501e-61
0.00079 0.00047 2.76259e-62
0.00081 0.00047 5.99082e-63
0.00083 0.00047 1.27025e-63
0.00085 0.00047 2.63464e-64
0.00087 0.00047 5.34772e-65
0.00089 0.00047 1.06271e-65
0.00091 0.00047 2.06842e-66
0.00093 0.00047 3.94462e-67
0.00095 0.00047 7.37363e-68
0.00097 0.00047 1.35153e-68
0.00099 0.00047 2.42991e-69
0.00101 0.00047 4.2867e-70
0.00103 0.00047 7.42281e-71
0.00105 0.00047 1.26202e-71
0.00107 0.00047 2.1074e-72
0.00109 0.00047 3.45736e-73
0.00111 0.00047 5.57421e-74
0.00113 0.00047 8.83459e-75
0.00115 0.00047 1.3768e-75
0.00117 0.00047 2.11035e-76
0.00119 0.00047 3.18235e-77
0.00121 0.00047 4.72234e-78
0.00123 0.00047 6.89748e-79
0.00125 0.00047 9.91857e-80
0.00127 0.00047 1.40453e-80
0.00129 0.00047 1.95901e-81
0.00131 0.00047 2.69189e-82
0.00133 0.00047 3.64488e-83
0.00135 0.00047 4.86414e-84
0.00137 0.00047 6.399e-85
0.00139 0.00047 8.30013e-86
0.00141 0.00047 1.06171e-86
0.00143 0.00047 1.33955e-87
0.00145 0.00047 1.66731e-88
0.00147 0.00047 2.04767e-89
0.00149 0.00047 2.48176e-90
0.00151 0.00047 2.96887e-91
0.00153 0.00047 3.5061e-92
0.00155 0.00047 4.08815e-93
0.00157 0.00047 4.70724e-94
0.00159 0.00047 5.35316e-95
0.00161 0.00047 6.01341e-96
0.00163 0.00047 6.67363e-97
0.00165 0.00047 7.31805e-98
0.00167 0.00047 7.93014e-99
0.00169 0.00047 8.4933e-100
0.00171 0.00047 8.99165e-101
0.00173 0.00047 9.41081e-102
0.00175 0.00047 9.73853e-103
0.00177 0.00047 9.96534e-104
0.00179 0.00047 1.0085e-104
0.00181 0.00047 1.00948e-105
0.00183 0.00047 9.99553e-107
0.00185 0.00047 9.79153e-108
0.00187 0.00047 9.49031e-109
0.00189 0.00047 9.10212e-110
0.00191 0.00047 8.63941e-111
0.00193 0.00047 8.11615e-112
0.00195 0.00047 7.54723e-113
0.00197 0.00047 6.95278e-114
0.00199 0.00047 6.90965e-115
1e-05 0.00049 2.75054e-46
3e-05 0.00049 2.60265e-46
5e-05 0.00049 2.3307e-46
7e-05 0.00049 1.97598e-46
9e-05 0.00049 1.5868e-46
0.00011 0.00049 1.2078e-46
0.00013 0.00049 8.72034e-47
0.00015 0.00049 5.97766e-47
0.00017 0.00049 3.89418e-47
0.00019 0.00049 2.41349e-47
0.00021 0.00049 1.42464e-47
0.00023 0.00049 8.01848e-48
0.00025 0.00049 4.3084e-48
0.00027 0.00049 2.21254e-48
0.00029 0.00049 1.08725e-48
0.00031 0.00049 5.11845e-49
0.00033 0.00049 2.31112e-49
0.00035 0.00049 1.00201e-49
0.00037 0.00049 4.17608e-50
0.00039 0.00049 1.67486e-50
0.00041 0.00049 6.47079e-51
0.00043 0.00049 2.41069e-51
0.00045 0.00049 8.66875e-52
0.00047 0.00049 3.0117e-52
0.00049 0.00049 1.01182e-52
0.00051 0.00049 3.29007e-53
0.00053 0.00049 1.03631e-53
0.00055 0.00049 3.16449e-54
0.00057 0.00049 9.37531e-55
0.00059 0.00049 2.69688e-55
0.00061 0.00049 7.53773e-56
0.00063 0.00049 2.04844e-56
0.00065 0.00049 5.41626e-57
0.00067 0.00049 1.39426e-57
0.00069 0.00049 3.49639e-58
0.00071 0.00049 8.54646e-59
0.00073 0.00049 2.03746e-59
0.00075 0.00049 4.73983e-60
0.00077 0.00049 1.07655e-60
0.00079 0.00049 2.38852e-61
0.00081 0.00049 5.17905e-62
0.00083 0.00049 1.098e-62
0.00085 0.00049 2.27713e-63
0.00087 0.00049 4.62155e-64
0.00089 0.00049 9.18309e-65
0.00091 0.00049 1.78717e-65
0.00093 0.00049 3.40791e-66
0.00095 0.00049 6.36971e-67
0.00097 0.00049 1.1674e-67
0.00099 0.00049 2.09865e-68
0.00101 0.00049 3.70196e-69
0.00103 0.00049 6.40967e-70
0.00105 0.00049 1.08966e-70
0.00107 0.00049 1.81942e-71
0.00109 0.00049 2.98463e-72
0.00111 0.00049 4.81161e-73
0.00113 0.00049 7.62527e-74
0.00115 0.00049 1.18824e-74
0.00117 0.00049 1.82116e-75
0.00119 0.00049 2.74602e-76
0.00121 0.00049 4.07454e-77
0.00123 0.00049 5.95081e-78
0.00125 0.00049 8.55656e-79
0.00127 0.00049 1.21157e-79
0.00129 0.00049 1.68974e-80
0.00131 0.00049 2.3217e-81
0.00133 0.00049 3.1434e-82
0.00135 0.00049 4.19459e-83
0.00137 0.00049 5.51777e-84
0.00139 0.00049 7.15657e-85
0.00141 0.00049 9.15369e-86
0.00143 0.00049 1.15483e-86
0.00145 0.00049 1.4373e-87
0.00147 0.00049 1.76506e-88
0.00149 0.00049 2.1391e-89
0.00151 0.00049 2.55878e-90
0.00153 0.00049 3.0216e-91
0.00155 0.00049 3.523e-92
0.00157 0.00049 4.05625e-93
0.00159 0.00049 4.61255e-94
0.00161 0.00049 5.18114e-95
0.00163 0.00049 5.74964e-96
0.00165 0.00049 6.30447e-97
0.00167 0.00049 6.83137e-98
0.00169 0.00049 7.31608e-99
0.00171 0.00049 7.74492e-100
0.00173 0.00049 8.1055e-101
0.00175 0.00049 8.3873e-102
0.00177 0.00049 8.58217e-103
0.00179 0.00049 8.68476e-104
0.00181 0.00049 8.69272e-105
0.00183 0.00049 8.60679e-106
0.00185 0.00049 8.4307e-107
0.00187 0.00049 8.17093e-108
0.00189 0.00049 7.83631e-109
0.00191 0.00049 7.43758e-110
0.00193 0.00049 6.98676e-111
0.00195 0.00049 6.4967e-112
0.00197 0.00049 5.98471e-113
0.00199 0.00049 5.94728e-114
1e-05 0.00051 2.3583e-45
3e-05 0.00051 2.23147e-45
5e-05 0.00051 1.99826e-45
7e-05 0.00051 1.69407e-45
9e-05 0.00051 1.36035e-45
0.00011 0.00051 1.03537e-45
0.00013 0.00051 7.47489e-46
